chrom	start	end	name	gencode_name	category	shared_both_cohorts	gene_type	strand	length_bp
chr10	26087202	26089405	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2203
chr10	26095380	26097682	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2302
chr10	26119675	26121802	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2127
chr10	26124397	26126608	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2211
chr10	26127390	26129538	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2148
chr10	26142447	26148559	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	6112
chr10	26152849	26155823	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2974
chr10	26156309	26158515	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2206
chr10	26164841	26167239	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2398
chr10	26167711	26171539	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	3828
chr10	26172662	26175557	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2895
chr10	26175700	26177845	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2145
chr10	26192204	26194311	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2107
chr10	26199847	26205502	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	5655
chr10	26210842	26213532	MYO3A	MYO3A	PASSENGER	False	protein_coding	+	2690
chr10	48683872	48686001	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2129
chr10	48708715	48710966	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2251
chr10	48719010	48722367	WDFY4	WDFY4	DRIVER	False	protein_coding	+	3357
chr10	48722432	48724567	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2135
chr10	48724880	48732562	WDFY4	WDFY4	DRIVER	False	protein_coding	+	7682
chr10	48732930	48737242	WDFY4	WDFY4	DRIVER	False	protein_coding	+	4312
chr10	48741967	48744548	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2581
chr10	48759346	48761440	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2094
chr10	48773457	48781119	WDFY4	WDFY4	DRIVER	False	protein_coding	+	7662
chr10	48785638	48791917	WDFY4	WDFY4	DRIVER	False	protein_coding	+	6279
chr10	48795297	48797450	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2153
chr10	48801737	48808958	WDFY4	WDFY4	DRIVER	False	protein_coding	+	7221
chr10	48809529	48812708	WDFY4	WDFY4	DRIVER	False	protein_coding	+	3179
chr10	48812956	48815082	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2126
chr10	48816244	48818409	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2165
chr10	48819233	48825169	WDFY4	WDFY4	DRIVER	False	protein_coding	+	5936
chr10	48825670	48833709	WDFY4	WDFY4	DRIVER	False	protein_coding	+	8039
chr10	48866264	48868342	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2078
chr10	48872490	48878199	WDFY4	WDFY4	DRIVER	False	protein_coding	+	5709
chr10	48889578	48891727	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2149
chr10	48896453	48898574	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2121
chr10	48899220	48902863	WDFY4	WDFY4	DRIVER	False	protein_coding	+	3643
chr10	48940805	48944449	WDFY4	WDFY4	DRIVER	False	protein_coding	+	3644
chr10	48945039	48947969	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2930
chr10	48956128	48958282	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2154
chr10	48958721	48960813	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2092
chr10	48962841	48965054	WDFY4	WDFY4	DRIVER	False	protein_coding	+	2213
chr10	48965525	48971289	WDFY4	WDFY4	DRIVER	False	protein_coding	+	5764
chr10	48973861	48979393	WDFY4	WDFY4	DRIVER	False	protein_coding	+	5532
chr10	48980366	48983956	WDFY4	WDFY4	DRIVER	False	protein_coding	+	3590
chr10	53801770	53812619	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	10849
chr10	53815238	53826141	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	10903
chr10	53826392	53829573	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	3181
chr10	53830314	53832533	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2219
chr10	53839319	53841496	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2177
chr10	53856174	53858263	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2089
chr10	53865641	53867857	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2216
chr10	53902242	53908217	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	5975
chr10	53937814	53941975	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	4161
chr10	53958731	53962892	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	4161
chr10	53993578	53996765	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	3187
chr10	54019191	54021416	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2225
chr10	54021891	54024197	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2306
chr10	54065756	54067885	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2129
chr10	54078330	54080424	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2094
chr10	54088983	54091063	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2080
chr10	54131874	54134007	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2133
chr10	54152099	54154293	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2194
chr10	54182443	54186268	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	3825
chr10	54188363	54190384	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2021
chr10	54194682	54196889	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2207
chr10	54212935	54215048	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2113
chr10	54235822	54237931	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2109
chr10	54316270	54318441	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2171
chr10	54328595	54330706	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2111
chr10	54345364	54347484	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2120
chr10	54368119	54370275	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2156
chr10	54377781	54379942	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2161
chr10	54526811	54529402	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2591
chr10	54663171	54665290	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2119
chr10	54799924	54802291	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2367
chr10	54896449	54898500	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2051
chr10	55165575	55167651	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2076
chr10	55318598	55320614	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2016
chr10	55626624	55628942	PCDH15	PCDH15	PASSENGER	True	protein_coding	-	2318
chr10	60025297	60030826	ANK3	ANK3	DRIVER	False	protein_coding	-	5529
chr10	60041671	60045803	ANK3	ANK3	DRIVER	False	protein_coding	-	4132
chr10	60050474	60052604	ANK3	ANK3	DRIVER	False	protein_coding	-	2130
chr10	60052676	60057038	ANK3	ANK3	DRIVER	False	protein_coding	-	4362
chr10	60058339	60065288	ANK3	ANK3	DRIVER	False	protein_coding	-	6949
chr10	60066934	60077454	ANK3	ANK3	DRIVER	False	protein_coding	-	10520
chr10	60079536	60089358	ANK3	ANK3	DRIVER	False	protein_coding	-	9822
chr10	60104904	60107059	ANK3	ANK3	DRIVER	False	protein_coding	-	2155
chr10	60107187	60110054	ANK3	ANK3	DRIVER	False	protein_coding	-	2867
chr10	60110733	60112766	ANK3	ANK3	DRIVER	False	protein_coding	-	2033
chr10	60113224	60115331	ANK3	ANK3	DRIVER	False	protein_coding	-	2107
chr10	60133270	60135373	ANK3	ANK3	DRIVER	False	protein_coding	-	2103
chr10	60136341	60142016	ANK3	ANK3	DRIVER	False	protein_coding	-	5675
chr10	60144967	60147021	ANK3	ANK3	DRIVER	False	protein_coding	-	2054
chr10	60165590	60167896	ANK3	ANK3	DRIVER	False	protein_coding	-	2306
chr10	60171307	60174186	ANK3	ANK3	DRIVER	False	protein_coding	-	2879
chr10	60180328	60182427	ANK3	ANK3	DRIVER	False	protein_coding	-	2099
chr10	60185714	60187912	ANK3	ANK3	DRIVER	False	protein_coding	-	2198
chr10	60195144	60201263	ANK3	ANK3	DRIVER	False	protein_coding	-	6119
chr10	60202001	60204100	ANK3	ANK3	DRIVER	False	protein_coding	-	2099
chr10	60204791	60206890	ANK3	ANK3	DRIVER	False	protein_coding	-	2099
chr10	60207035	60209233	ANK3	ANK3	DRIVER	False	protein_coding	-	2198
chr10	60212411	60214510	ANK3	ANK3	DRIVER	False	protein_coding	-	2099
chr10	60233687	60235786	ANK3	ANK3	DRIVER	False	protein_coding	-	2099
chr10	60260858	60265020	ANK3	ANK3	DRIVER	False	protein_coding	-	4162
chr10	60269130	60271229	ANK3	ANK3	DRIVER	False	protein_coding	-	2099
chr10	60277773	60280639	ANK3	ANK3	DRIVER	False	protein_coding	-	2866
chr10	60299318	60301482	ANK3	ANK3	DRIVER	False	protein_coding	-	2164
chr10	60388424	60390875	ANK3	ANK3	DRIVER	False	protein_coding	-	2451
chr10	60506500	60509625	ANK3	ANK3	DRIVER	False	protein_coding	-	3125
chr10	60571464	60573956	ANK3	ANK3	DRIVER	False	protein_coding	-	2492
chr10	60614185	60616224	ANK3	ANK3	DRIVER	False	protein_coding	-	2039
chr10	60732262	60734490	ANK3	ANK3	DRIVER	False	protein_coding	-	2228
chr10	63166220	63169566	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	3346
chr10	63175296	63178856	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	3560
chr10	63182446	63187383	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	4937
chr10	63188167	63195694	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	7527
chr10	63196410	63201677	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	5267
chr10	63205594	63210235	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	4641
chr10	63212472	63218331	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	5859
chr10	63218876	63220983	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	2107
chr10	63263650	63265764	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	2114
chr10	63267662	63270253	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	2591
chr10	63379317	63381482	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	2165
chr10	63464494	63466977	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	2483
chr10	63520737	63522850	JMJD1C	JMJD1C	DRIVER	False	protein_coding	-	2113
chr10	65911456	65921617	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	10161
chr10	65965395	65967746	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2351
chr10	65987691	65989797	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2106
chr10	66068307	66070489	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2182
chr10	66077950	66080103	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2153
chr10	66102156	66104249	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2093
chr10	66279469	66281621	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2152
chr10	66371653	66374560	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2907
chr10	66378151	66380352	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2201
chr10	66519285	66521773	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2488
chr10	66620691	66622784	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2093
chr10	66765154	66767416	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2262
chr10	66774443	66776524	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2081
chr10	66877122	66879270	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2148
chr10	66923565	66927212	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	3647
chr10	67175203	67177984	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2781
chr10	67179316	67181520	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2204
chr10	67218606	67220870	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2264
chr10	67386390	67388494	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2104
chr10	67520841	67522961	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2120
chr10	67538502	67540669	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2167
chr10	67604963	67608049	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	3086
chr10	67646414	67649816	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	3402
chr10	67664540	67666660	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2120
chr10	67694999	67697195	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2196
chr10	67762433	67764637	CTNNA3	CTNNA3	PASSENGER	False	protein_coding	-	2204
chr10	71395919	71398318	CDH23	CDH23	DRIVER	False	protein_coding	+	2399
chr10	71438826	71440898	CDH23	CDH23	DRIVER	False	protein_coding	+	2072
chr10	71445317	71447395	CDH23	CDH23	DRIVER	False	protein_coding	+	2078
chr10	71509081	71513317	CDH23	CDH23	DRIVER	False	protein_coding	+	4236
chr10	71565741	71567936	CDH23	CDH23	DRIVER	False	protein_coding	+	2195
chr10	71569789	71571918	CDH23	CDH23	DRIVER	False	protein_coding	+	2129
chr10	71576913	71578992	CDH23	CDH23	DRIVER	False	protein_coding	+	2079
chr10	71614503	71618393	CDH23	CDH23	DRIVER	False	protein_coding	+	3890
chr10	71634237	71636297	CDH23	CDH23	DRIVER	False	protein_coding	+	2060
chr10	71642860	71648908	CDH23	CDH23	DRIVER	False	protein_coding	+	6048
chr10	71674111	71676176	CDH23	CDH23	DRIVER	False	protein_coding	+	2065
chr10	71676455	71680492	CDH23	CDH23	DRIVER	False	protein_coding	+	4037
chr10	71681444	71683572	CDH23	CDH23	DRIVER	False	protein_coding	+	2128
chr10	71686646	71688719	CDH23	CDH23	DRIVER	False	protein_coding	+	2073
chr10	71689467	71691584	CDH23	CDH23	DRIVER	False	protein_coding	+	2117
chr10	71693146	71696525	CDH23	CDH23	DRIVER	False	protein_coding	+	3379
chr10	71701021	71703694	CDH23	CDH23	DRIVER	False	protein_coding	+	2673
chr10	71703910	71710211	CDH23	CDH23	DRIVER	False	protein_coding	+	6301
chr10	71711603	71718907	CDH23	CDH23	DRIVER	False	protein_coding	+	7304
chr10	71723044	71726520	CDH23	CDH23	DRIVER	False	protein_coding	+	3476
chr10	71729468	71735658	CDH23	CDH23	DRIVER	False	protein_coding	+	6190
chr10	71737497	71743036	CDH23	CDH23	DRIVER	False	protein_coding	+	5539
chr10	71776679	71780447	CDH23	CDH23	DRIVER	False	protein_coding	+	3768
chr10	71783286	71786738	CDH23	CDH23	DRIVER	False	protein_coding	+	3452
chr10	71787939	71801755	CDH23	CDH23	DRIVER	False	protein_coding	+	13816
chr10	71801897	71804420	CDH23	CDH23	DRIVER	False	protein_coding	+	2523
chr10	71804805	71816947	CDH23	CDH23	DRIVER	False	protein_coding	+	12142
chr10	87861637	87865548	PTEN	PTEN	DRIVER	False	protein_coding	+	3911
chr10	87865672	87868049	PTEN	PTEN	DRIVER	False	protein_coding	+	2377
chr10	87872849	87876486	PTEN	PTEN	DRIVER	False	protein_coding	+	3637
chr10	87877258	87881438	PTEN	PTEN	DRIVER	False	protein_coding	+	4180
chr10	87893024	87895326	PTEN	PTEN	DRIVER	False	protein_coding	+	2302
chr10	87908487	87910580	PTEN	PTEN	DRIVER	False	protein_coding	+	2093
chr10	87921462	87923627	PTEN	PTEN	DRIVER	False	protein_coding	+	2165
chr10	87924512	87928599	PTEN	PTEN	DRIVER	False	protein_coding	+	4087
chr10	87930045	87934487	PTEN	PTEN	DRIVER	False	protein_coding	+	4442
chr10	87940119	87943769	PTEN	PTEN	DRIVER	False	protein_coding	+	3650
chr10	87949233	87953259	PTEN	PTEN	DRIVER	False	protein_coding	+	4026
chr10	87956581	87959595	PTEN	PTEN	DRIVER	False	protein_coding	+	3014
chr10	87959893	87972930	PTEN	PTEN	DRIVER	False	protein_coding	+	13037
chr10	104030285	104065596	COL17A1	COL17A1	PASSENGER	False	protein_coding	-	35311
chr10	104069425	104075231	COL17A1	COL17A1	PASSENGER	False	protein_coding	-	5806
chr10	104075300	104079586	COL17A1	COL17A1	PASSENGER	False	protein_coding	-	4286
chr10	104079621	104081684	COL17A1	COL17A1	PASSENGER	False	protein_coding	-	2063
chr10	104084722	104086880	COL17A1	COL17A1	PASSENGER	False	protein_coding	-	2158
chr10	113587713	113593301	NRAP	NRAP	PASSENGER	False	protein_coding	-	5588
chr10	113594622	113599073	NRAP	NRAP	PASSENGER	False	protein_coding	-	4451
chr10	113603608	113607282	NRAP	NRAP	PASSENGER	False	protein_coding	-	3674
chr10	113607413	113618553	NRAP	NRAP	PASSENGER	False	protein_coding	-	11140
chr10	113619603	113627145	NRAP	NRAP	PASSENGER	False	protein_coding	-	7542
chr10	113627916	113635210	NRAP	NRAP	PASSENGER	False	protein_coding	-	7294
chr10	113639226	113644038	NRAP	NRAP	PASSENGER	False	protein_coding	-	4812
chr10	113644824	113648027	NRAP	NRAP	PASSENGER	False	protein_coding	-	3203
chr10	113649036	113655125	NRAP	NRAP	PASSENGER	False	protein_coding	-	6089
chr10	113656469	113658574	NRAP	NRAP	PASSENGER	False	protein_coding	-	2105
chr10	113661678	113665070	NRAP	NRAP	PASSENGER	False	protein_coding	-	3392
chr10	117196488	117198711	KCNK18	KCNK18	PASSENGER	False	protein_coding	+	2223
chr10	117200158	117202287	KCNK18	KCNK18	PASSENGER	False	protein_coding	+	2129
chr10	117208496	117211299	KCNK18	KCNK18	PASSENGER	False	protein_coding	+	2803
chr10	121988162	121990488	TACC2	TACC2	DRIVER	False	protein_coding	+	2326
chr10	121993631	121995710	TACC2	TACC2	DRIVER	False	protein_coding	+	2079
chr10	122018747	122020881	TACC2	TACC2	DRIVER	False	protein_coding	+	2134
chr10	122020935	122024790	TACC2	TACC2	DRIVER	False	protein_coding	+	3855
chr10	122032093	122034153	TACC2	TACC2	DRIVER	False	protein_coding	+	2060
chr10	122049437	122053697	TACC2	TACC2	DRIVER	False	protein_coding	+	4260
chr10	122077976	122080145	TACC2	TACC2	DRIVER	False	protein_coding	+	2169
chr10	122081646	122089738	TACC2	TACC2	DRIVER	False	protein_coding	+	8092
chr10	122112029	122114233	TACC2	TACC2	DRIVER	False	protein_coding	+	2204
chr10	122125713	122128142	TACC2	TACC2	DRIVER	False	protein_coding	+	2429
chr10	122131608	122133734	TACC2	TACC2	DRIVER	False	protein_coding	+	2126
chr10	122142571	122144706	TACC2	TACC2	DRIVER	False	protein_coding	+	2135
chr10	122162425	122164992	TACC2	TACC2	DRIVER	False	protein_coding	+	2567
chr10	122191447	122193797	TACC2	TACC2	DRIVER	False	protein_coding	+	2350
chr10	122194039	122196176	TACC2	TACC2	DRIVER	False	protein_coding	+	2137
chr10	122208873	122214377	TACC2	TACC2	DRIVER	False	protein_coding	+	5504
chr10	122214390	122217921	TACC2	TACC2	DRIVER	False	protein_coding	+	3531
chr10	122223725	122231440	TACC2	TACC2	DRIVER	False	protein_coding	+	7715
chr10	122236394	122239037	TACC2	TACC2	DRIVER	False	protein_coding	+	2643
chr10	122240633	122243001	TACC2	TACC2	DRIVER	False	protein_coding	+	2368
chr10	122244064	122250664	TACC2	TACC2	DRIVER	False	protein_coding	+	6600
chr10	122252990	122255545	TACC2	TACC2	DRIVER	False	protein_coding	+	2555
chr11	30008729	30014460	KCNA4	KCNA4	PASSENGER	False	protein_coding	-	5731
chr11	30015336	30018030	KCNA4	KCNA4	PASSENGER	False	protein_coding	-	2694
chr11	59472314	59474793	OR4D10	OR4D10	PASSENGER	False	protein_coding	+	2479
chr11	59476261	59480361	OR4D10	OR4D10	PASSENGER	False	protein_coding	+	4100
chr11	62432541	62434891	AHNAK	AHNAK	DRIVER	True	protein_coding	-	2350
chr11	62490731	62492831	AHNAK	AHNAK	DRIVER	True	protein_coding	-	2100
chr11	62514901	62537567	AHNAK	AHNAK	DRIVER	True	protein_coding	-	22666
chr11	62544565	62547833	AHNAK	AHNAK	DRIVER	True	protein_coding	-	3268
chr11	62555187	62557235	AHNAK	AHNAK	DRIVER	True	protein_coding	-	2048
chr11	66420034	66427707	NPAS4	NPAS4	PASSENGER	False	protein_coding	+	7673
chr11	66545394	66548084	ACTN3	ACTN3	PASSENGER	False	protein_coding	+	2690
chr11	66550052	66552647	ACTN3	ACTN3	PASSENGER	False	protein_coding	+	2595
chr11	66553044	66564334	ACTN3	ACTN3	PASSENGER	False	protein_coding	+	11290
chr11	66681495	66702721	SPTBN2	SPTBN2	DRIVER	False	protein_coding	-	21226
chr11	66703597	66712029	SPTBN2	SPTBN2	DRIVER	False	protein_coding	-	8432
chr11	66712630	66716981	SPTBN2	SPTBN2	DRIVER	False	protein_coding	-	4351
chr11	66717442	66719872	SPTBN2	SPTBN2	DRIVER	False	protein_coding	-	2430
chr11	66720083	66722532	SPTBN2	SPTBN2	DRIVER	False	protein_coding	-	2449
chr11	66727160	66730226	SPTBN2	SPTBN2	DRIVER	False	protein_coding	-	3066
chr11	66743541	66745670	SPTBN2	SPTBN2	DRIVER	False	protein_coding	-	2129
chr11	92223817	92226174	FAT3	FAT3	PASSENGER	False	protein_coding	+	2357
chr11	92351095	92356404	FAT3	FAT3	PASSENGER	False	protein_coding	+	5309
chr11	92523633	92525949	FAT3	FAT3	PASSENGER	False	protein_coding	+	2316
chr11	92696383	92698445	FAT3	FAT3	PASSENGER	False	protein_coding	+	2062
chr11	92760855	92763170	FAT3	FAT3	PASSENGER	False	protein_coding	+	2315
chr11	92763878	92766089	FAT3	FAT3	PASSENGER	False	protein_coding	+	2211
chr11	92773040	92775180	FAT3	FAT3	PASSENGER	False	protein_coding	+	2140
chr11	92788942	92791218	FAT3	FAT3	PASSENGER	False	protein_coding	+	2276
chr11	92791766	92793977	FAT3	FAT3	PASSENGER	False	protein_coding	+	2211
chr11	92796835	92802909	FAT3	FAT3	PASSENGER	False	protein_coding	+	6074
chr11	92804152	92807515	FAT3	FAT3	PASSENGER	False	protein_coding	+	3363
chr11	92808842	92811076	FAT3	FAT3	PASSENGER	False	protein_coding	+	2234
chr11	92830621	92833011	FAT3	FAT3	PASSENGER	False	protein_coding	+	2390
chr11	92833869	92838806	FAT3	FAT3	PASSENGER	False	protein_coding	+	4937
chr11	92839561	92841759	FAT3	FAT3	PASSENGER	False	protein_coding	+	2198
chr11	92842933	92845732	FAT3	FAT3	PASSENGER	False	protein_coding	+	2799
chr11	92856213	92860322	FAT3	FAT3	PASSENGER	False	protein_coding	+	4109
chr11	92865740	92868209	FAT3	FAT3	PASSENGER	False	protein_coding	+	2469
chr11	92879730	92884393	FAT3	FAT3	PASSENGER	False	protein_coding	+	4663
chr11	92885864	92888113	FAT3	FAT3	PASSENGER	False	protein_coding	+	2249
chr11	92888188	92897473	FAT3	FAT3	PASSENGER	False	protein_coding	+	9285
chr11	94020353	94022538	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	2185
chr11	94044672	94046917	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	2245
chr11	94062507	94065510	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	3003
chr11	94066495	94068750	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	2255
chr11	94069373	94071542	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	2169
chr11	94072024	94076385	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	4361
chr11	94081417	94083568	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	2151
chr11	94084976	94087189	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	2213
chr11	94087754	94089968	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	2214
chr11	94092500	94094640	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	2140
chr11	94100194	94107130	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	6936
chr11	94109902	94115208	HEPHL1	HEPHL1	PASSENGER	False	protein_coding	+	5306
chr11	103108409	103110769	DYNC2H1	DYNC2H1	DRIVER	False	protein_coding	+	2360
chr11	103112536	103118863	DYNC2H1	DYNC2H1	DRIVER	False	protein_coding	+	6327
chr11	103119446	103124000	DYNC2H1	DYNC2H1	DRIVER	False	protein_coding	+	4554
chr11	103124099	103126295	DYNC2H1	DYNC2H1	DRIVER	False	protein_coding	+	2196
